10000
9	5303	3
17	1596	9
22	7266	3
23	7002	10
23	9235	9
26	12235	12
34	5955	7
34	11960	15
35	1719	8
36	10460	8
37	15831	1
38	19174	9
42	10650	9
43	1728	14
45	10925	2
45	16435	12
52	9073	1
54	651	14
58	10036	15
60	3821	11
64	6086	1
66	11016	3
66	11114	10
68	13707	4
69	10371	14
77	8728	15
78	5614	12
83	10733	9
86	5263	6
86	14514	13
86	8652	11
86	9920	1
86	8757	12
90	15939	1
91	2087	13
92	6241	2
92	15513	2
92	6547	11
94	11416	11
95	18509	5
98	10300	14
101	18707	8
101	7566	9
105	7385	13
106	19053	11
106	8811	15
107	7216	1
108	10388	11
115	19192	7
118	5262	2
121	3142	2
122	6810	2
123	2320	9
124	10219	11
126	3796	9
126	16351	12
127	13949	9
131	5728	3
133	18899	3
134	19922	12
134	6420	14
134	7019	10
135	13675	6
135	17792	13
136	11702	8
137	11336	12
139	3818	2
140	4544	4
141	2839	11
141	7487	1
141	17950	8
144	12940	9
146	556	4
146	10461	4
151	2321	1
155	15142	2
156	4775	15
156	6199	7
171	15000	2
171	7548	14
172	913	1
173	16470	11
174	6023	6
174	988	15
178	4551	12
181	12757	11
181	1170	2
183	2552	7
183	7780	5
184	9347	11
185	12312	8
188	4898	10
188	11124	7
190	18763	9
197	9643	5
197	8923	6
197	13223	7
197	6119	11
199	17381	6
204	945	11
204	1643	12
205	12313	11
206	5646	13
206	3699	8
207	11458	8
209	692	11
209	5951	4
211	14992	2
212	6583	4
212	17143	4
214	6005	3
214	9397	12
219	19172	6
219	12776	13
221	14754	15
223	1496	15
223	16478	6
228	12204	14
229	674	10
229	10057	3
232	2839	14
235	3918	2
238	17567	4
239	9507	14
241	19675	12
242	592	10
245	13756	2
246	5753	14
247	14397	8
250	19032	8
252	1581	9
253	1772	5
254	9040	14
256	6598	6
256	15132	4
258	16894	7
260	15834	9
263	17338	10
267	2076	4
267	18614	12
273	15744	4
274	9840	6
274	5926	13
275	12005	11
275	11115	10
279	16303	12
280	6132	14
281	4496	10
282	8132	13
284	16922	8
287	6272	2
289	6106	13
291	12818	14
294	19222	2
296	10526	7
298	12214	8
300	16482	9
302	5907	11
305	16797	6
309	944	1
310	9876	8
311	13035	6
313	16693	10
318	1167	11
319	18386	3
319	2014	11
319	835	5
321	8164	7
326	15321	6
328	6984	13
330	19838	6
333	4721	14
333	14602	1
333	2354	9
335	8100	1
337	5278	6
337	2248	7
341	4240	10
345	9331	10
345	9320	14
345	13693	6
346	18997	9
350	1488	6
354	4231	1
355	9864	9
367	9912	7
374	6642	11
375	12309	12
377	7466	12
377	5108	3
378	12001	6
380	3324	9
383	7255	10
388	15306	1
391	14627	7
394	7002	15
396	3674	15
397	17478	4
397	2342	14
398	678	10
398	513	14
399	14404	13
402	6604	6
405	951	3
405	11011	15
410	8384	8
417	11408	3
418	8506	7
419	2957	12
423	17962	1
424	1072	7
424	1495	8
426	17477	9
427	2753	15
431	18722	11
431	11607	5
431	11122	7
432	14726	1
433	11666	11
435	4643	8
436	7266	4
437	10199	5
437	18136	5
438	17224	8
439	16116	4
440	11984	11
442	16207	6
443	17571	14
446	686	12
451	1836	5
451	18230	6
452	3607	8
455	12903	4
457	7225	15
462	17617	14
463	18482	3
466	2315	5
467	4104	10
468	847	15
469	4971	3
470	18365	8
470	9981	4
471	7321	6
471	9394	11
472	19329	5
472	11013	8
473	16420	7
475	14091	4
477	6075	6
477	7338	15
478	15572	11
481	14058	14
482	10662	2
483	8258	3
483	16386	8
486	5614	6
489	3061	9
491	4964	6
495	2372	12
497	5364	12
504	11497	11
508	18477	13
510	7155	15
521	3448	13
522	19053	6
524	12978	3
526	1441	8
528	2677	10
528	9171	14
528	17839	1
529	14443	5
539	5913	10
542	13132	15
542	13070	7
543	13668	12
545	6106	12
548	5440	1
550	19932	4
550	1971	15
551	10924	8
552	11839	6
554	6551	1
557	5038	1
557	13053	2
558	2642	14
559	1544	1
559	10635	10
560	13006	8
561	1318	7
563	4545	14
566	18777	8
566	5340	14
567	6037	5
568	1956	11
568	5942	14
573	10640	14
575	4938	3
577	18194	4
578	14126	11
579	4838	11
582	19495	4
584	16458	8
591	4200	3
592	15476	7
594	8383	1
606	5873	3
611	15102	3
611	18904	12
615	5204	13
616	12781	3
619	10643	1
622	5189	8
629	7252	12
632	7353	2
634	19607	2
636	14802	8
638	6274	9
638	18455	14
639	10367	15
642	4422	2
644	15196	12
645	19733	6
646	1088	10
648	16052	10
651	13760	11
652	2684	6
654	19922	5
654	17714	13
655	15666	8
656	19452	15
657	5322	5
658	8737	4
660	18382	4
664	9180	1
667	7670	7
669	17486	13
673	2624	7
674	11360	1
674	6202	14
680	2521	8
681	9395	13
681	14680	2
681	15553	10
684	13387	7
687	4905	2
688	3515	5
692	8483	4
693	16440	13
697	13184	5
697	10877	8
699	9551	14
700	8194	9
701	2035	4
706	8881	1
707	19741	12
714	980	2
715	17909	9
715	9969	4
717	4626	9
721	18058	11
723	12208	13
723	13780	2
724	8479	13
725	10988	2
728	12722	2
729	6681	7
729	19340	1
739	15178	6
739	18766	12
740	13275	11
741	8108	8
741	2286	3
742	17044	4
742	14373	3
745	17116	7
745	19745	1
748	3169	10
750	18764	2
750	16510	11
752	2096	3
756	18131	15
758	14928	15
763	17417	2
768	13620	4
769	18481	8
772	12086	4
772	3892	11
772	12598	2
773	13446	4
773	18875	14
774	1046	6
775	10421	7
777	15845	7
779	8769	9
783	17455	14
788	19607	14
789	2996	2
789	16671	2
792	15079	6
792	19726	1
793	14764	12
800	5941	8
800	14481	14
802	4464	2
803	19591	2
804	8999	13
805	12398	13
805	17384	1
808	13390	4
811	7107	13
811	8810	14
811	1887	12
814	15220	13
815	11446	9
818	11650	10
819	9795	10
822	5802	14
824	6249	12
828	9770	7
