10000
0	9383	8
1	5502	1
1	3577	5
5	3637	15
10	15025	8
11	11257	14
11	11705	13
13	9064	5
15	18536	2
15	19368	5
18	4832	13
19	4854	13
24	6234	9
26	15892	2
29	9202	4
31	14231	3
33	13951	11
33	15767	14
34	18687	12
35	5990	9
35	15214	2
39	13138	1
41	18718	13
43	11202	13
44	8349	4
45	6248	5
46	2769	15
48	8247	9
50	5911	4
50	9096	2
51	16885	4
52	4928	8
53	17068	3
55	19398	14
57	17299	7
57	16613	4
59	10099	15
61	1192	6
63	1021	12
65	11854	10
66	6192	7
69	17194	13
70	3738	1
70	10093	15
74	2329	13
77	10280	5
78	15467	7
79	13895	10
80	18822	2
85	2911	9
86	10148	2
87	19036	15
87	14767	10
89	11386	13
90	9587	15
93	11556	5
96	15043	12
97	7167	3
100	16798	3
101	15450	11
102	9898	15
108	19799	5
109	4575	5
112	18339	2
115	2451	14
118	14046	9
123	14593	3
123	11656	12
125	10459	2
132	14009	11
133	4942	9
138	10407	4
141	18520	5
143	11145	1
144	4539	12
144	8513	11
145	3567	12
146	3685	11
148	13905	5
150	18684	1
151	11044	2
153	2396	15
155	18073	4
155	10405	1
156	4405	14
159	17420	8
160	3608	1
161	892	10
161	13395	8
162	10948	7
162	12175	11
164	5072	4
167	7452	2
172	4628	1
175	3700	7
180	17628	11
186	10452	1
189	5993	15
193	3271	1
194	12276	12
194	16645	9
197	16190	13
199	1181	13
200	12448	2
203	3824	6
204	13747	10
207	8003	8
207	6873	7
209	6283	2
210	17878	4
214	16353	4
219	13316	8
219	4635	4
219	6506	4
220	19311	3
220	17032	6
221	16026	3
223	17263	7
224	3229	4
225	19894	13
227	1059	15
228	18702	12
229	19096	2
229	7204	13
230	11059	2
233	14272	7
235	6584	13
238	16276	15
242	4808	15
243	6269	13
245	308	14
245	12950	14
248	10838	2
248	2149	7
249	14085	1
253	2818	9
256	1627	3
256	17439	10
256	19764	7
257	13644	14
257	1625	12
259	4656	8
260	6668	9
264	2286	3
266	9284	12
271	6513	10
272	5867	14
282	9664	2
283	845	5
283	1805	10
286	6718	1
291	14196	10
292	4397	1
295	2564	9
296	1690	1
299	11633	7
299	3490	12
299	2593	3
300	5233	15
307	17956	4
307	11198	5
313	3821	7
316	3156	9
317	4884	8
317	15493	15
318	1058	3
319	15838	11
321	3759	7
322	13589	13
323	6251	12
323	12485	14
329	8320	13
331	3294	14
332	11323	8
337	4319	11
338	14221	14
338	16979	6
339	12231	7
339	15955	1
340	12219	13
341	10233	11
342	18216	11
344	14493	12
345	1828	6
345	4889	8
346	4182	3
346	5528	6
346	10890	10
347	557	10
348	12774	11
349	9079	2
349	8883	3
351	7944	11
352	11161	14
352	13208	4
357	17074	4
361	16478	11
361	8291	15
362	3203	15
363	6851	15
364	13043	4
372	4237	8
374	11830	5
374	7065	9
378	17006	6
381	16825	14
382	15971	10
382	9949	6
384	18588	6
385	15120	4
387	18254	4
387	6815	1
388	12922	2
392	7704	8
393	4135	11
394	12796	11
396	3493	13
397	10222	14
398	11242	2
400	9194	1
400	2008	1
402	14091	1
402	19815	12
403	14893	15
405	2716	13
406	11570	1
408	4749	8
409	4583	3
414	15446	12
414	12307	13
416	8762	10
416	11551	3
416	3441	12
417	1878	7
417	4370	5
417	11596	2
418	524	12
424	2668	13
425	14266	15
426	17841	2
429	11238	10
430	12809	15
430	5832	13
430	5174	3
434	865	1
435	6935	11
436	4980	12
441	12242	8
443	19585	13
445	1108	12
453	2211	3
454	756	14
460	12467	14
463	14202	13
464	5061	4
467	18456	9
467	2222	2
469	2650	3
470	8372	9
474	5428	8
476	19212	1
479	15720	8
481	19465	8
482	19582	14
482	4653	4
485	8333	12
486	16157	12
491	11998	15
496	5198	14
496	17688	7
496	3474	3
499	17386	1
509	1753	14
524	8087	13
526	15994	9
528	11489	3
529	3498	12
531	12528	5
532	16760	9
534	4897	7
535	19761	15
536	5183	13
536	2382	15
539	11263	13
543	10417	2
544	4006	5
548	2280	7
549	11251	11
550	11639	15
554	1764	6
556	9998	14
556	5308	8
557	5926	6
558	10332	2
559	7271	2
560	8410	5
568	5562	15
569	7612	3
572	19821	9
573	8006	3
573	3041	3
578	16318	12
581	18597	5
586	7094	8
592	8428	9
595	18043	15
597	6374	9
597	14786	10
600	5610	13
600	4738	5
602	17353	8
604	13430	14
605	13323	11
607	6985	3
607	1275	14
609	9672	13
609	11897	9
610	19779	15
617	13099	4
622	3414	7
628	19187	8
630	14316	13
637	15375	9
637	3065	9
639	11020	14
642	9356	2
642	2825	6
645	8711	15
645	14163	2
654	18598	7
655	14792	12
656	15945	3
665	2081	5
665	12564	13
666	18020	5
671	15678	11
676	7779	13
676	5648	11
677	15564	7
678	17290	15
679	16103	5
681	1101	3
683	10258	14
686	6873	11
687	11830	15
687	15167	6
691	19896	15
691	1451	14
692	12880	11
692	11110	1
693	4911	10
695	19021	12
696	3076	8
696	1993	4
697	3253	13
699	9271	7
700	18019	7
708	11276	1
710	5639	2
713	11526	5
713	1490	15
717	12189	14
718	8889	2
721	18669	10
721	9957	2
722	15919	15
724	13748	1
725	6413	14
726	12829	6
728	3379	14
728	17880	15
729	7970	8
729	16485	6
730	15973	10
731	2352	5
732	6694	9
734	16212	7
735	2512	15
739	15633	15
745	18434	4
749	18265	1
751	8410	12
753	4102	14
757	9596	9
764	14437	12
764	9582	11
766	14781	12
770	16005	14
774	18161	10
775	6481	13
779	13141	15
781	19615	12
782	13710	5
783	18725	15
785	5461	1
786	11428	15
791	10542	9
791	3747	9
793	1879	10
804	2107	8
804	16430	10
810	13240	14
814	10279	1
817	4358	14
818	12638	10
821	6133	7
823	7554	13
824	9832	3
825	17759	14
826	5596	13
828	10565	13
834	2214	3
837	11365	8
840	3911	4
841	7932	9
841	14452	6
843	8319	6
847	7636	15
847	10797	11
847	1038	7
847	1049	8
849	12059	1
852	4594	15
853	14519	8
858	9444	12
858	18991	15
860	14243	11
862	6605	1
862	1555	13
866	17337	2
868	4576	1
868	8688	15
872	10445	9
872	14753	9
879	12390	10
881	9946	1
883	16448	5
888	11349	9
891	2034	3
894	9172	9
897	14986	15
897	1640	15
898	18268	12
899	11091	13
901	5809	9
908	13099	10
909	4478	6
910	14714	13
913	4560	7
918	8275	11
919	10849	4
920	3986	11
926	1165	14
927	5387	9
937	15401	10
939	3723	12
941	13487	5
941	9756	12
942	10003	9
943	2143	1
945	8798	13
945	16885	5
946	15046	7
952	11188	10
953	12297	13
955	7787	12
958	7682	2
965	5355	12
965	7537	12
966	5587	1
967	9477	12
968	13485	15
971	10663	7
975	10447	10
979	1519	8
981	8024	1
984	1958	2
988	13791	5
989	13290	13
990	18417	9
991	17548	2
995	8968	2
996	9364	15
996	1470	11
999	11279	11
1001	16003	12
1001	10904	13
1002	10362	10
1003	16792	12
1004	3156	8
1009	11543	5
1012	8868	12
1014	5143	2
1015	13059	15
1019	14053	4
1024	2892	3
1027	7399	11
1030	14948	15
1031	7215	8
1031	15340	1
1032	8522	14
1036	11676	13
1044	18427	13
1047	11058	2
1047	7971	4
1047	9463	14
1048	10765	14
1050	11436	13
1052	16390	6
1053	18780	7
1053	18247	6
1054	15715	11
1055	6240	1
1055	15676	11
1058	2595	2
1061	3650	6
1062	12962	7
1064	8803	10
1072	3752	9
1074	14447	2
1075	3139	13
1076	18027	13
1077	16543	15
1079	1653	5
1080	3118	14
1081	8458	7
1082	12730	6
1087	19811	14
1088	11808	2
1088	10664	9
1094	4935	6
1096	9337	3
1098	7314	3
1098	7233	12
1101	4237	11
1102	19716	12
1105	16469	5
1105	14000	4
1108	2731	12
1109	15606	7
1113	10198	14
1121	16287	8
1122	16623	4
1124	14498	7
1125	6303	7
1130	5291	15
1132	2580	10
1135	2499	2
1139	17119	2
1140	1312	13
1140	19447	2
1147	18218	1
1147	9342	15
1149	9070	10
1149	2955	14
1155	3443	9
1155	18173	10
1159	6368	5
1159	2754	10
1161	8683	11
1165	5213	6
1167	12127	4
1167	8449	13
1169	9288	10
1172	3442	15
1172	18369	10
1172	17434	5
1176	2377	6
1180	17704	6
1187	9122	10
1187	16909	14
1192	15219	15
1194	13014	12
1194	10742	9
1195	15879	3
1197	10639	14
1198	8343	5
1198	18178	8
1199	19861	4
1200	14723	3
1201	14664	14
1207	5614	7
1208	18763	3
1209	3245	1
1211	18159	3
1218	1832	5
1218	18699	2
1220	11198	2
1221	18350	3
1221	15999	11
1223	16694	4
1223	17824	14
1228	19255	8
1230	18690	13
1234	17520	15
1238	17145	10
1240	19857	2
1240	12344	3
1242	15822	9
1246	12983	14
1249	18362	15
1251	10030	10
1251	18490	3
1251	5940	4
1253	5170	5
1255	18977	2
1257	12489	6
1257	10181	4
1258	10323	4
1259	4322	10
1264	11605	10
1267	13827	1
1270	3384	13
1274	1389	4
1275	16468	4
1280	19957	15
1281	18682	14
1289	19498	13
1298	4916	9
1299	17758	6
1300	17857	2
1303	2444	15
1305	17745	2
1308	1795	10
1311	9839	8
1312	10499	12
1314	18440	11
1314	9746	5
1316	7163	3
1318	12534	8
1322	10595	11
1325	16641	7
1327	5714	4
1329	16275	5
1330	17178	10
1331	10574	8
1333	7728	15
1334	5516	5
1337	14086	10
1340	13821	7
1346	11165	11
1348	14257	9
1349	15168	1
1351	2884	11
1353	2163	4
1354	16723	8
1359	5109	8
1359	19256	8
1360	16345	11
1360	18975	6
1366	16151	3
1369	3628	11
1370	19627	4
1370	11561	10
1373	2221	2
1375	19743	15
1378	17072	7
1378	17692	15
1378	2929	9
1380	14910	3
1382	16455	5
1386	15227	13
1390	5254	10
1391	14086	12
1395	4121	6
1397	18988	3
1398	4673	14
1400	19893	14
1401	3483	4
1403	19384	10
1404	2604	9
1406	8652	15
1407	8553	12
1415	18582	15
1423	14756	9
1423	17332	3
1426	14823	13
1426	4957	6
1426	3572	15
1427	12088	5
1429	10598	4
1430	2444	14
1431	10402	6
1433	18808	4
1433	17035	13
1443	6006	10
1444	13744	5
1446	8774	14
1447	18705	1
1447	4298	11
1450	19138	9
1450	6406	6
1451	15046	8
1452	5291	3
1453	6228	1
1453	15240	14
1454	11493	9
1462	3174	1
1464	16715	8
1464	6971	5
1464	9088	4
1465	2496	1
1468	16533	13
1469	14055	4
1469	10670	5
1471	19758	2
1473	13170	12
1474	19291	10
1476	5790	13
1477	8485	5
1478	17877	4
1482	7020	1
1486	17355	6
1489	9780	8
1489	18609	10
1490	13288	10
1490	7164	14
1492	16177	5
1492	17011	7
1495	4022	3
1496	13202	9
1497	9210	10
1497	15587	15
1498	6984	14
1502	18482	7
1502	12390	5
1503	6014	10
1503	6944	11
1511	4082	2
1512	14134	2
1515	13656	10
1517	17259	12
1520	2219	3
1522	9999	1
1526	12502	13
1529	19984	14
1532	3911	13
1532	3649	7
1534	18779	1
1539	8392	8
1544	2788	10
1545	8498	12
1546	3847	8
1554	3818	4
1556	9436	15
1557	10598	12
1558	7708	15
1558	11852	8
1561	6765	4
1562	16152	7
1562	6275	15
1563	13897	15
1567	14642	6
1571	7385	8
1571	17232	15
1573	6762	7
1574	3843	3
1574	6914	4
1578	18180	14
1579	17794	11
1579	15956	2
1586	8038	8
1587	17767	13
1592	1912	5
1592	18479	14
1596	8227	1
1596	9541	5
1597	3451	6
1599	9050	7
1600	3730	8
1601	12876	9
1604	3190	12
1604	16552	6
1604	7505	5
1605	5387	3
1606	12986	5
1606	11900	4
1612	16173	11
1613	4739	8
1616	2678	10
1616	5687	13
1617	6867	2
1622	16024	14
1623	8687	15
1623	4254	4
1624	4007	7
1624	16037	5
1625	12311	1
1627	13594	4
1632	14878	3
1635	13378	4
1638	6256	3
1641	12253	3
1642	12286	8
1645	13509	10
1648	10019	15
1649	19027	3
1650	16801	4
1650	15663	11
1652	15143	14
1654	15388	1
1659	4322	4
1661	17206	13
1665	1731	4
1667	15656	5
1671	3698	11
1675	17992	1
1676	16729	1
1677	18502	4
1678	5589	11
1678	11481	12
1681	8229	8
1684	11764	10
1684	4249	9
1685	11515	7
1686	14765	1
1687	14207	3
1690	10681	8
1693	11180	1
1695	11959	2
1695	14210	15
1696	14400	10
1697	3047	15
1701	5302	2
1704	11644	1
1704	18505	14
1716	13629	12
1717	13343	10
1720	16326	4
1722	7234	6
1722	3583	2
1723	7376	7
1725	2093	1
1728	16450	12
1729	9025	8
1732	9628	8
1732	5443	10
1736	4388	7
1736	9511	15
1736	2908	8
1738	17099	8
1739	17380	1
1740	8591	5
1744	3534	6
1745	12933	6
1747	11186	14
1748	2000	15
1753	12052	8
1759	14260	9
1759	15487	9
1761	11665	8
1766	5027	13
1773	9218	8
1775	13462	3
1777	15370	14
1777	11445	5
1778	13007	9
1779	8893	1
1781	5865	6
1785	4924	5
1787	6236	5
1787	2430	3
1790	8176	14
1793	16031	4
1795	13181	13
1797	16441	12
1801	9436	13
1801	19420	5
1805	7110	9
1805	17043	14
1808	4777	3
1809	4127	7
1809	9439	15
1810	12207	4
1810	19447	12
1812	4895	5
1820	18989	10
1824	5188	8
1824	12501	14
1827	15945	13
1828	8994	13
1837	9655	4
1842	9534	7
1844	8256	6
1849	18733	5
1850	5531	1
1851	11948	2
1853	18303	13
1853	16603	14
1854	5126	1
1855	7745	2
1863	17466	15
1866	17000	8
1872	10024	10
1878	18217	2
1879	16549	15
1880	8296	2
1882	3919	12
1883	2868	14
1886	18974	2
1899	16275	15
1900	3768	7
1900	5609	14
1904	3144	2
1904	19954	10
1905	15396	12
1905	4515	3
1910	14735	8
1913	16190	13
1913	4992	8
1913	11837	14
1913	3633	12
1914	3090	4
1914	19445	4
1915	9701	7
1919	9269	7
1920	11639	1
1921	13560	15
1922	13191	9
1926	13169	5
1930	7185	4
1932	11849	14
1935	11659	12
1937	5041	2
1943	17626	8
1943	16428	4
1944	12644	1
1945	14557	5
1945	5577	8
1947	2360	7
1951	16978	13
1952	16129	10
1952	12451	6
1955	18317	1
1958	10014	9
1959	8305	15
1959	11163	3
1960	12123	4
1964	17658	9
1965	15178	10
1966	15765	6
1967	8336	13
1967	13415	1
1968	13693	4
1969	5850	12
1972	3044	10
1972	9353	15
1975	13433	4
1980	6916	4
1980	3601	1
1980	12747	1
1980	8040	15
1990	19182	7
1993	11331	5
1993	11875	4
1994	5077	15
1996	7208	10
1997	5285	2
1997	18420	2
1999	6278	12
1999	4313	11
2000	6680	1
2001	3929	13
2002	9454	4
2004	5792	9
2004	14448	14
2005	10067	5
2006	18873	5
2008	3626	8
2014	3012	1
2014	16919	15
2014	18057	6
2019	5689	11
2019	12779	5
2020	15278	9
2021	5772	3
2026	19062	1
2026	7365	4
2031	9759	15
2033	7636	2
2033	13441	5
2034	2194	9
2034	3885	15
2039	10278	13
2039	7467	5
2041	15896	2
2041	7084	15
2042	13411	6
2043	2179	2
2044	15875	8
2044	19591	15
2046	13297	7
2047	10462	5
2048	11815	12
2048	13853	13
2049	11403	7
2050	7692	7
2053	8773	13
2054	2437	1
2058	8833	9
2059	8209	8
2060	5788	1
2060	4942	12
2062	19033	14
2063	19261	10
2064	10727	12
2066	11044	6
2066	18254	9
2068	17619	3
2068	7528	6
2069	10858	8
2069	17213	5
2070	19960	15
2070	17916	3
2071	3140	6
2072	16861	8
2074	14546	11
2075	16961	14
2075	4118	13
2078	15732	1
2079	12193	3
2081	14247	4
2081	9368	11
2085	12980	1
2086	13739	13
2086	5347	6
2087	4169	14
2088	8802	11
2091	8846	14
2091	6765	7
2096	8882	10
2098	18924	14
2102	18364	14
2112	13458	11
2115	17653	10
2117	15726	12
2117	2822	5
2118	13561	14
2119	12746	10
2120	3112	6
2125	14607	13
2126	13954	6
2133	13440	14
2133	4771	12
2135	13171	9
2135	19648	7
2142	9785	11
2143	3603	11
2145	4056	9
2146	11925	15
2147	15236	14
2149	5355	4
2149	12112	8
2150	13175	3
2150	12285	9
2154	7689	15
2161	12259	7
2163	14756	5
2163	4930	5
2167	8644	11
2168	6570	15
2173	15073	13
2175	5362	5
2176	8550	10
2177	9255	3
2178	7534	5
2181	12145	11
2183	9994	1
2184	8127	9
2184	17813	1
2190	4769	1
2192	18200	1
2198	15773	2
2199	13852	11
2200	3642	13
2201	12571	6
2203	6171	10
2204	13639	6
2205	18856	8
2207	13743	1
2209	7275	14
2209	3756	14
2209	13906	3
2214	12780	1
2217	9413	3
2222	15667	2
2222	16582	3
2225	9656	11
2226	16038	6
2227	14987	4
2227	12998	6
2228	2915	2
2229	12199	8
2230	13925	8
2235	10935	14
2238	6963	9
2239	15470	3
2249	6268	2
2256	15056	2
2258	6745	5
2259	4573	12
2259	6350	1
2263	11002	14
2263	10324	4
2265	10037	14
2268	8639	10
2269	12315	13
2273	16328	3
2275	6380	10
2275	19050	10
2278	18760	1
2281	16406	3
2281	19165	10
2283	2752	4
2283	2704	8
2291	5942	1
2293	5642	3
2293	15947	9
2296	2509	6
2297	7981	11
2301	12418	8
2302	18370	15
2303	15748	2
2305	18818	1
2305	2537	13
2305	13452	7
2308	5250	12
2312	9015	3
2314	6346	8
2317	12071	14
2320	19014	9
2321	18203	1
2322	10907	1
2323	7741	14
2326	19211	5
2327	9629	8
2329	14324	13
2330	10520	11
2337	13427	7
2339	5750	1
2341	11687	2
2343	13788	5
2345	12636	10
2348	5865	3
2350	16018	15
2353	14667	5
2354	19698	1
2354	13005	4
2355	5406	7
2356	14376	7
2364	6509	15
2365	18239	7
2365	2959	11
2369	13458	8
2378	13601	10
2380	3639	1
2380	14662	8
2381	3495	15
2384	4947	7
2387	9344	15
2390	2468	6
2393	7304	4
2393	5285	10
2394	11395	5
2395	12676	9
2399	15904	13
2400	9716	7
2402	10435	11
2402	10481	9
2405	15613	2
2406	10889	7
2410	13423	3
2410	11703	12
2410	15883	6
2412	18819	14
2413	16333	1
2419	16759	5
2421	17352	8
2421	8902	4
2424	14799	6
2425	6398	10
2426	15362	12
2431	18794	2
2433	17249	7
2436	14235	2
2438	13487	8
2441	14778	12
2443	13616	1
2443	5311	7
2445	4960	9
2446	14234	9
2448	14634	5
2451	12542	11
2455	19878	14
2457	3977	1
2457	14575	1
2458	4315	10
2459	12666	4
2463	9132	12
2463	6934	11
2467	15629	6
2472	17560	15
2475	10568	10
2477	13986	1
2479	15717	5
2488	14799	14
2491	7813	9
2493	13556	7
2494	17801	15
2499	18798	6
2502	14629	2
2503	16132	2
2505	5668	1
2506	6766	2
2506	5631	3
2507	10558	14
2510	18965	1
2513	12190	5
2514	16446	1
2515	16999	8
2515	12207	4
2516	7608	9
2517	6169	4
2518	19106	15
2520	6169	6
2523	8986	15
2527	11559	10
2530	18804	10
2532	6956	15
