100000
0	2355	15
3	110784	11
4	100618	7
7	95923	12
8	25818	11
19	148479	1
19	13170	1
20	7464	9
21	96495	2
25	23690	6
28	55413	14
38	180314	4
38	65651	1
39	21838	2
40	92885	15
41	129741	10
42	7450	12
44	1873	3
47	54295	6
50	5761	1
56	59908	12
61	76433	11
63	145369	1
66	137430	8
69	5542	3
73	9581	7
78	151244	5
80	184569	14
80	162289	3
83	91080	9
87	69241	1
87	130098	12
89	129499	8
89	175943	11
90	166011	2
92	66713	9
93	72719	2
93	133216	13
94	126786	14
95	72364	15
96	130421	2
99	66539	4
100	177904	15
101	130688	2
103	44939	5
106	67378	6
106	187434	8
109	129378	1
110	67383	1
117	90994	1
119	149804	15
120	47640	5
120	32986	5
120	140801	6
120	89080	7
120	30594	14
121	84378	8
122	40071	14
122	7939	6
122	123749	7
125	122113	7
125	123164	15
125	125130	8
130	90036	2
131	191899	3
134	56027	2
137	120973	3
139	24057	9
141	29934	7
147	171412	8
152	6927	6
156	114192	4
157	195410	8
158	90403	15
158	97099	12
162	37840	6
167	47177	14
168	117918	3
169	111505	6
173	107286	13
175	74822	9
178	111135	6
179	11198	11
180	197202	14
180	48420	3
184	134112	2
185	106234	10
189	53526	5
192	98370	6
199	130551	12
200	104659	9
203	71032	11
204	91154	1
209	105695	7
212	143218	6
214	61387	9
214	9986	2
217	194927	14
218	178526	3
225	32514	2
225	140277	9
226	110115	8
227	54721	8
228	173561	9
229	181984	7
232	64323	9
233	37478	14
235	11763	2
236	189154	11
236	79808	9
237	168707	10
239	123706	8
240	40633	14
244	154261	15
257	1810	4
258	154158	3
259	3472	8
262	131653	3
263	137840	7
264	17211	10
264	111901	9
265	37010	12
269	75607	12
272	99946	9
275	73079	12
275	143567	15
280	144170	10
290	20900	12
291	29896	12
292	157209	3
292	59172	1
300	195943	4
301	15615	11
303	35394	13
304	34550	5
304	150857	12
305	82502	2
305	29023	12
307	47183	3
309	1291	11
309	196897	3
310	22847	4
313	63360	7
315	100146	12
319	175107	13
321	113846	5
330	75928	8
331	186431	3
331	37847	2
337	63546	13
339	66075	11
339	31639	8
341	103510	1
343	148094	9
350	47605	15
350	157756	9
351	181315	15
352	153556	13
355	192053	14
355	127220	3
358	56960	2
361	188661	11
361	148096	13
367	40945	6
368	85095	10
372	73241	8
373	6091	8
376	123687	10
377	177893	12
378	199518	8
379	175956	7
380	13453	15
382	80191	5
386	36364	1
388	195751	1
391	7518	9
392	94252	11
394	143915	7
394	162336	4
395	109472	3
396	152209	8
401	25298	15
407	104456	4
413	29552	9
413	53368	15
414	6938	4
416	110583	13
416	44308	1
417	114075	9
417	168910	4
420	2573	15
420	184634	12
422	190242	9
425	79337	15
426	141930	10
427	169318	11
431	82586	14
433	82700	11
434	156551	10
442	147570	4
449	30642	1
453	35703	15
453	7222	8
455	12708	3
455	94389	15
457	132619	6
458	59937	1
458	43775	8
460	14690	1
461	190460	14
