100000
1	184703	10
5	157110	4
6	87056	14
7	55322	13
7	150815	14
10	196819	6
14	112508	15
15	194872	8
17	104587	4
18	183954	1
18	157735	2
24	23142	1
29	45005	1
31	7736	1
47	56508	3
50	84549	7
50	91645	6
52	117039	3
53	170694	10
55	179262	11
56	35789	10
62	42962	5
65	88695	10
67	169826	13
67	111038	7
68	47832	7
70	46218	1
71	22891	10
74	72530	14
77	54266	8
78	53674	14
80	105894	13
81	115067	6
84	13513	3
84	19662	11
84	33423	15
87	184029	11
92	95911	10
93	195397	4
95	2593	13
96	142145	10
97	22028	8
98	170261	9
99	117924	7
100	102232	11
101	77051	10
102	150688	1
103	126232	10
104	54578	9
105	131810	14
106	129132	13
106	6620	12
113	91441	8
118	137931	12
119	10451	7
121	13222	12
122	177134	12
122	72601	13
123	164589	11
124	139296	11
132	44071	2
134	46385	6
137	63281	13
142	177350	3
142	74707	7
144	143841	3
145	124646	3
145	20276	8
146	130951	9
148	155396	13
149	167507	13
149	13442	10
152	84903	15
157	28311	13
159	159373	12
162	130418	14
169	162067	3
172	131278	4
179	149028	9
179	92939	13
180	10119	15
181	193841	9
181	191766	15
182	105728	2
182	160496	10
182	16980	11
184	18330	9
185	191754	9
186	155683	3
188	3329	6
188	56049	7
194	1299	3
196	134615	3
197	97415	6
197	64806	12
198	38738	14
198	174454	5
201	106224	7
202	104058	3
203	76133	6
204	82106	6
206	129673	7
206	101596	9
208	165251	14
210	50121	15
212	26791	4
213	143453	9
214	116791	5
216	112362	13
216	194967	6
217	15532	15
219	75262	5
219	191438	6
221	109956	12
221	115575	14
221	184036	8
222	27684	12
222	64388	13
223	4615	8
223	169318	12
228	26352	3
233	138869	3
233	128115	13
234	24977	9
235	78875	11
235	127137	14
236	75721	11
236	168676	1
242	42140	9
242	143475	14
244	49154	10
246	95504	10
248	108329	11
248	34032	4
249	14024	12
251	15074	2
251	106479	6
251	96355	1
252	18089	7
253	159795	4
256	104479	9
257	15506	4
258	54592	12
258	24403	5
265	128049	11
267	21506	4
267	183846	1
268	98331	8
269	23892	1
270	119308	3
270	97664	13
273	155252	15
275	48298	11
275	38818	12
279	68268	2
280	30360	10
283	33534	14
291	44853	13
293	178824	15
295	130865	11
297	149679	8
300	186382	5
308	13590	5
311	189387	7
311	12915	4
311	135761	15
311	191543	15
312	21416	10
315	10322	10
317	83264	1
317	691	14
320	112841	15
320	53051	4
322	48725	5
324	5553	4
325	161838	7
328	12878	12
332	132156	3
333	194992	13
333	149460	15
336	24658	10
336	64067	1
338	87566	10
339	28923	15
339	177950	6
341	73353	10
341	17730	3
341	188688	12
342	16467	12
345	176557	11
346	71773	15
349	101300	13
359	80039	4
362	132359	5
363	26329	13
364	118095	1
365	49150	4
366	55420	5
368	105424	10
372	416	1
377	32735	13
379	52549	3
382	178113	14
387	172717	8
390	118609	11
391	50067	5
395	23043	2
395	118752	5
399	87029	11
400	135070	14
402	89108	2
404	127659	13
405	46906	14
405	197825	10
406	134794	15
406	41522	12
406	56596	5
409	2656	9
409	64615	15
410	70802	9
411	119799	5
411	84500	7
412	146020	8
413	45470	7
418	13863	10
420	5334	8
422	61436	10
423	68735	3
425	4767	7
427	186865	12
427	102046	4
428	138708	6
431	40287	5
432	39364	13
433	50436	12
435	101663	15
435	139948	11
435	89938	12
436	73650	12
436	103530	9
440	110281	15
441	158370	5
442	99145	3
443	180850	14
446	155299	2
448	177524	7
450	151038	1
452	161582	3
452	164327	7
454	113028	2
456	178702	6
456	97302	2
458	121396	9
460	6859	3
463	184298	10
463	146522	11
465	176423	5
468	138817	7
469	183933	13
471	24854	10
473	145271	2
474	44407	9
475	100264	2
476	120870	9
481	104654	9
484	101032	12
488	187647	7
488	20383	5
489	178763	6
490	173066	2
490	162654	7
492	58186	15
498	91478	14
501	58433	8
503	199868	12
504	6650	3
505	109162	9
506	75857	2
507	88329	4
509	184238	6
510	2254	5
513	42629	12
515	6521	7
516	189391	1
518	105419	7
518	34295	5
521	166168	15
522	78991	7
522	82884	2
525	98987	4
526	61460	11
526	107993	3
527	61374	3
530	163652	15
532	103267	1
532	10228	13
534	159052	15
534	62196	12
535	97862	4
536	93974	6
536	149338	8
539	153829	3
539	93613	4
539	160095	7
539	42809	13
540	44449	12
540	123009	7
540	36917	11
541	112928	12
541	138883	3
542	87980	9
543	177106	12
544	58070	15
546	19872	2
547	159439	8
552	54098	1
566	21188	2
568	15844	8
576	152852	4
578	37508	10
579	30394	10
581	70772	4
582	24372	13
583	57796	8
586	153130	6
591	106782	9
591	177103	14
